condition,trial,time_s,hand,base_frame,x_m,y_m,z_m,qx,qy,qz,qw
P1_cercana,1,0.014712,L_hand_base_link,world,0.28800000,0.20949963,0.09497994,0.00000000,-0.00000000,0.70710678,0.70710678
P1_cercana,1,0.034707,L_hand_base_link,world,0.28800000,0.20949963,0.09497994,0.00000000,-0.00000000,0.70710678,0.70710678
P1_cercana,1,0.054589,L_hand_base_link,world,0.28808568,0.20956362,0.09501347,0.00000861,0.00003430,0.70706501,0.70714855
P1_cercana,1,0.074694,L_hand_base_link,world,0.28808568,0.20956362,0.09501347,0.00000861,0.00003430,0.70706501,0.70714855
P1_cercana,1,0.094717,L_hand_base_link,world,0.28808568,0.20956362,0.09501347,0.00000861,0.00003430,0.70706501,0.70714855
P1_cercana,1,0.114763,L_hand_base_link,world,0.28808568,0.20956362,0.09501347,0.00000861,0.00003430,0.70706501,0.70714855
P1_cercana,1,0.134841,L_hand_base_link,world,0.28945041,0.21058317,0.09555315,0.00014692,0.00057971,0.70640054,0.70781207
P1_cercana,1,0.154734,L_hand_base_link,world,0.28945041,0.21058317,0.09555315,0.00014692,0.00057971,0.70640054,0.70781207
P1_cercana,1,0.174753,L_hand_base_link,world,0.28945041,0.21058317,0.09555315,0.00014692,0.00057971,0.70640054,0.70781207
P1_cercana,1,0.194635,L_hand_base_link,world,0.29219031,0.21263183,0.09666914,0.00043156,0.00166933,0.70507140,0.70913422
P1_cercana,1,0.214792,L_hand_base_link,world,0.29219031,0.21263183,0.09666914,0.00043156,0.00166933,0.70507140,0.70913422
P1_cercana,1,0.234728,L_hand_base_link,world,0.29219031,0.21263183,0.09666914,0.00043156,0.00166933,0.70507140,0.70913422
P1_cercana,1,0.254643,L_hand_base_link,world,0.29219031,0.21263183,0.09666914,0.00043156,0.00166933,0.70507140,0.70913422
P1_cercana,1,0.274690,L_hand_base_link,world,0.29635561,0.21575131,0.09844953,0.00088122,0.00331274,0.70306301,0.71111930
P1_cercana,1,0.294874,L_hand_base_link,world,0.29635561,0.21575131,0.09844953,0.00088122,0.00331274,0.70306301,0.71111930
P1_cercana,1,0.314759,L_hand_base_link,world,0.29635561,0.21575131,0.09844953,0.00088122,0.00331274,0.70306301,0.71111930
P1_cercana,1,0.334583,L_hand_base_link,world,0.30194645,0.21994973,0.10100065,0.00151465,0.00549577,0.70038945,0.71373813
P1_cercana,1,0.354761,L_hand_base_link,world,0.30194645,0.21994973,0.10100065,0.00151465,0.00549577,0.70038945,0.71373813
P1_cercana,1,0.374731,L_hand_base_link,world,0.30194645,0.21994973,0.10100065,0.00151465,0.00549577,0.70038945,0.71373813
P1_cercana,1,0.394710,L_hand_base_link,world,0.30194645,0.21994973,0.10100065,0.00151465,0.00549577,0.70038945,0.71373813
P1_cercana,1,0.414611,L_hand_base_link,world,0.30849282,0.22488571,0.10422814,0.00229567,0.00802232,0.69728937,0.71674117
P1_cercana,1,0.434714,L_hand_base_link,world,0.30849282,0.22488571,0.10422814,0.00229567,0.00802232,0.69728937,0.71674117
P1_cercana,1,0.454759,L_hand_base_link,world,0.30849282,0.22488571,0.10422814,0.00229567,0.00802232,0.69728937,0.71674117
P1_cercana,1,0.474582,L_hand_base_link,world,0.31389183,0.22897598,0.10709034,0.00296820,0.01008517,0.69475560,0.71916906
P1_cercana,1,0.494756,L_hand_base_link,world,0.31389183,0.22897598,0.10709034,0.00296820,0.01008517,0.69475560,0.71916906
P1_cercana,1,0.514725,L_hand_base_link,world,0.31389183,0.22897598,0.10709034,0.00296820,0.01008517,0.69475560,0.71916906
P1_cercana,1,0.534783,L_hand_base_link,world,0.31389183,0.22897598,0.10709034,0.00296820,0.01008517,0.69475560,0.71916906
P1_cercana,1,0.554834,L_hand_base_link,world,0.31785350,0.23199022,0.10930891,0.00347622,0.01158846,0.69290865,0.72092387
P1_cercana,1,0.574677,L_hand_base_link,world,0.31785350,0.23199022,0.10930891,0.00347622,0.01158846,0.69290865,0.72092387
P1_cercana,1,0.594711,L_hand_base_link,world,0.31785350,0.23199022,0.10930891,0.00347622,0.01158846,0.69290865,0.72092387
P1_cercana,1,0.614632,L_hand_base_link,world,0.32039425,0.23392971,0.11078564,0.00380791,0.01254848,0.69172926,0.72203785
P1_cercana,1,0.634709,L_hand_base_link,world,0.32039425,0.23392971,0.11078564,0.00380791,0.01254848,0.69172926,0.72203785
P1_cercana,1,0.654754,L_hand_base_link,world,0.32039425,0.23392971,0.11078564,0.00380791,0.01254848,0.69172926,0.72203785
P1_cercana,1,0.674707,L_hand_base_link,world,0.32039425,0.23392971,0.11078564,0.00380791,0.01254848,0.69172926,0.72203785
P1_cercana,1,0.694700,L_hand_base_link,world,0.32152010,0.23479083,0.11145367,0.00395626,0.01297295,0.69120789,0.72252869
P1_cercana,1,0.714845,L_hand_base_link,world,0.32152010,0.23479083,0.11145367,0.00395626,0.01297295,0.69120789,0.72252869
P1_cercana,2,0.014507,L_hand_base_link,world,0.28800541,0.20949688,0.09498520,-0.00002493,-0.00002232,0.70707017,0.70714339
P1_cercana,2,0.034520,L_hand_base_link,world,0.28800541,0.20949688,0.09498520,-0.00002493,-0.00002232,0.70707017,0.70714339
P1_cercana,2,0.054538,L_hand_base_link,world,0.28800541,0.20949688,0.09498520,-0.00002493,-0.00002232,0.70707017,0.70714339
P1_cercana,2,0.074394,L_hand_base_link,world,0.28813325,0.20948770,0.09509420,-0.00026421,-0.00013739,0.70704896,0.70716453
P1_cercana,2,0.094531,L_hand_base_link,world,0.28813325,0.20948770,0.09509420,-0.00026421,-0.00013739,0.70704896,0.70716453
P1_cercana,2,0.114518,L_hand_base_link,world,0.28813325,0.20948770,0.09509420,-0.00026421,-0.00013739,0.70704896,0.70716453
P1_cercana,2,0.134514,L_hand_base_link,world,0.28813325,0.20948770,0.09509420,-0.00026421,-0.00013739,0.70704896,0.70716453
P1_cercana,2,0.154670,L_hand_base_link,world,0.28884122,0.20943669,0.09569810,-0.00158836,-0.00076445,0.70692993,0.70728139
P1_cercana,2,0.174527,L_hand_base_link,world,0.28884122,0.20943669,0.09569810,-0.00158836,-0.00076445,0.70692993,0.70728139
P1_cercana,2,0.194557,L_hand_base_link,world,0.28884122,0.20943669,0.09569810,-0.00158836,-0.00076445,0.70692993,0.70728139
P1_cercana,2,0.215040,L_hand_base_link,world,0.29007625,0.20934719,0.09675248,-0.00389332,-0.00181564,0.70671611,0.70748419
P1_cercana,2,0.234543,L_hand_base_link,world,0.29007625,0.20934719,0.09675248,-0.00389332,-0.00181564,0.70671611,0.70748419
P1_cercana,2,0.254519,L_hand_base_link,world,0.29007625,0.20934719,0.09675248,-0.00389332,-0.00181564,0.70671611,0.70748419
P1_cercana,2,0.274517,L_hand_base_link,world,0.29007625,0.20934719,0.09675248,-0.00389332,-0.00181564,0.70671611,0.70748419
P1_cercana,2,0.294504,L_hand_base_link,world,0.29181763,0.20922116,0.09824019,-0.00712813,-0.00320024,0.70640265,0.70776709
P1_cercana,2,0.314656,L_hand_base_link,world,0.29181763,0.20922116,0.09824019,-0.00712813,-0.00320024,0.70640265,0.70776709
P1_cercana,2,0.334457,L_hand_base_link,world,0.29181763,0.20922116,0.09824019,-0.00712813,-0.00320024,0.70640265,0.70776709
P1_cercana,2,0.354390,L_hand_base_link,world,0.29401035,0.20906624,0.10011277,-0.01116406,-0.00476738,0.70599189,0.70811587
P1_cercana,2,0.374720,L_hand_base_link,world,0.29401035,0.20906624,0.10011277,-0.01116406,-0.00476738,0.70599189,0.70811587
P1_cercana,2,0.394541,L_hand_base_link,world,0.29401035,0.20906624,0.10011277,-0.01116406,-0.00476738,0.70599189,0.70811587
P1_cercana,2,0.414614,L_hand_base_link,world,0.29401035,0.20906624,0.10011277,-0.01116406,-0.00476738,0.70599189,0.70811587
P1_cercana,2,0.434529,L_hand_base_link,world,0.29658220,0.20889780,0.10230283,-0.01581854,-0.00632637,0.70549631,0.70850880
P1_cercana,2,0.454489,L_hand_base_link,world,0.29658220,0.20889780,0.10230283,-0.01581854,-0.00632637,0.70549631,0.70850880
P1_cercana,2,0.474678,L_hand_base_link,world,0.29658220,0.20889780,0.10230283,-0.01581854,-0.00632637,0.70549631,0.70850880
P1_cercana,2,0.494414,L_hand_base_link,world,0.29945380,0.20874250,0.10473009,-0.02086331,-0.00765945,0.70494388,0.70891479
P1_cercana,2,0.514569,L_hand_base_link,world,0.29945380,0.20874250,0.10473009,-0.02086331,-0.00765945,0.70494388,0.70891479
P1_cercana,2,0.534606,L_hand_base_link,world,0.29945380,0.20874250,0.10473009,-0.02086331,-0.00765945,0.70494388,0.70891479
P1_cercana,2,0.554543,L_hand_base_link,world,0.29945380,0.20874250,0.10473009,-0.02086331,-0.00765945,0.70494388,0.70891479
P1_cercana,2,0.574495,L_hand_base_link,world,0.30253138,0.20864392,0.10729280,-0.02600033,-0.00852607,0.70438811,0.70928744
P1_cercana,2,0.594537,L_hand_base_link,world,0.30253138,0.20864392,0.10729280,-0.02600033,-0.00852607,0.70438811,0.70928744
P1_cercana,2,0.614587,L_hand_base_link,world,0.30253138,0.20864392,0.10729280,-0.02600033,-0.00852607,0.70438811,0.70928744
P1_cercana,2,0.634847,L_hand_base_link,world,0.30571179,0.20866769,0.10987049,-0.03086165,-0.00868043,0.70391630,0.70955905
P1_cercana,2,0.654471,L_hand_base_link,world,0.30571179,0.20866769,0.10987049,-0.03086165,-0.00868043,0.70391630,0.70955905
P1_cercana,2,0.674515,L_hand_base_link,world,0.30571179,0.20866769,0.10987049,-0.03086165,-0.00868043,0.70391630,0.70955905
P1_cercana,2,0.694671,L_hand_base_link,world,0.30571179,0.20866769,0.10987049,-0.03086165,-0.00868043,0.70391630,0.70955905
P1_cercana,2,0.714499,L_hand_base_link,world,0.30889783,0.20890821,0.11233582,-0.03502389,-0.00788734,0.70365697,0.70963229
P1_cercana,2,0.734563,L_hand_base_link,world,0.30889783,0.20890821,0.11233582,-0.03502389,-0.00788734,0.70365697,0.70963229
P1_cercana,2,0.754510,L_hand_base_link,world,0.30889783,0.20890821,0.11233582,-0.03502389,-0.00788734,0.70365697,0.70963229
P1_cercana,2,0.774390,L_hand_base_link,world,0.31196950,0.20949232,0.11453419,-0.03796821,-0.00595039,0.70379002,0.70936776
P1_cercana,2,0.794662,L_hand_base_link,world,0.31196950,0.20949232,0.11453419,-0.03796821,-0.00595039,0.70379002,0.70936776
P1_cercana,2,0.814506,L_hand_base_link,world,0.31196950,0.20949232,0.11453419,-0.03796821,-0.00595039,0.70379002,0.70936776
P1_cercana,2,0.834496,L_hand_base_link,world,0.31196950,0.20949232,0.11453419,-0.03796821,-0.00595039,0.70379002,0.70936776
P1_cercana,2,0.854669,L_hand_base_link,world,0.31482270,0.21058439,0.11632002,-0.03914504,-0.00273560,0.70454461,0.70857397
P1_cercana,2,0.874506,L_hand_base_link,world,0.31482270,0.21058439,0.11632002,-0.03914504,-0.00273560,0.70454461,0.70857397
P1_cercana,2,0.894599,L_hand_base_link,world,0.31482270,0.21058439,0.11632002,-0.03914504,-0.00273560,0.70454461,0.70857397
P1_cercana,2,0.914521,L_hand_base_link,world,0.31706727,0.21212174,0.11743816,-0.03826190,0.00117862,0.70593772,0.70723870
P1_cercana,2,0.934560,L_hand_base_link,world,0.31706727,0.21212174,0.11743816,-0.03826190,0.00117862,0.70593772,0.70723870
P1_cercana,2,0.954684,L_hand_base_link,world,0.31706727,0.21212174,0.11743816,-0.03826190,0.00117862,0.70593772,0.70723870
P1_cercana,2,0.974539,L_hand_base_link,world,0.31706727,0.21212174,0.11743816,-0.03826190,0.00117862,0.70593772,0.70723870
P1_cercana,2,0.994495,L_hand_base_link,world,0.31874054,0.21398939,0.11799687,-0.03577966,0.00530241,0.70783420,0.70545194
P1_cercana,2,1.014550,L_hand_base_link,world,0.31874054,0.21398939,0.11799687,-0.03577966,0.00530241,0.70783420,0.70545194
P1_cercana,2,1.034579,L_hand_base_link,world,0.31874054,0.21398939,0.11799687,-0.03577966,0.00530241,0.70783420,0.70545194
P1_cercana,2,1.054390,L_hand_base_link,world,0.31996448,0.21608329,0.11815517,-0.03220494,0.00935223,0.71008575,0.70331614
P1_cercana,2,1.074560,L_hand_base_link,world,0.31996448,0.21608329,0.11815517,-0.03220494,0.00935223,0.71008575,0.70331614
P1_cercana,2,1.094563,L_hand_base_link,world,0.31996448,0.21608329,0.11815517,-0.03220494,0.00935223,0.71008575,0.70331614
P1_cercana,2,1.114667,L_hand_base_link,world,0.31996448,0.21608329,0.11815517,-0.03220494,0.00935223,0.71008575,0.70331614
P1_cercana,2,1.134513,L_hand_base_link,world,0.32083835,0.21828807,0.11804574,-0.02799789,0.01313090,0.71253151,0.70095830
P1_cercana,2,1.154533,L_hand_base_link,world,0.32083835,0.21828807,0.11804574,-0.02799789,0.01313090,0.71253151,0.70095830
P1_cercana,2,1.174668,L_hand_base_link,world,0.32083835,0.21828807,0.11804574,-0.02799789,0.01313090,0.71253151,0.70095830
P1_cercana,2,1.194390,L_hand_base_link,world,0.32144403,0.22048607,0.11777634,-0.02356356,0.01651053,0.71501209,0.69851977
P1_cercana,2,1.214599,L_hand_base_link,world,0.32144403,0.22048607,0.11777634,-0.02356356,0.01651053,0.71501209,0.69851977
P1_cercana,2,1.234535,L_hand_base_link,world,0.32144403,0.22048607,0.11777634,-0.02356356,0.01651053,0.71501209,0.69851977
P1_cercana,2,1.254510,L_hand_base_link,world,0.32144403,0.22048607,0.11777634,-0.02356356,0.01651053,0.71501209,0.69851977
P1_cercana,2,1.274529,L_hand_base_link,world,0.32184897,0.22256440,0.11743159,-0.01924749,0.01941536,0.71737950,0.69614598
P1_cercana,2,1.294518,L_hand_base_link,world,0.32184897,0.22256440,0.11743159,-0.01924749,0.01941536,0.71737950,0.69614598
P1_cercana,2,1.314528,L_hand_base_link,world,0.32184897,0.22256440,0.11743159,-0.01924749,0.01941536,0.71737950,0.69614598
P1_cercana,2,1.334437,L_hand_base_link,world,0.32210809,0.22441996,0.11707587,-0.01533602,0.02180586,0.71950302,0.69397746
P1_cercana,2,1.354482,L_hand_base_link,world,0.32210809,0.22441996,0.11707587,-0.01533602,0.02180586,0.71950302,0.69397746
P1_cercana,2,1.374624,L_hand_base_link,world,0.32210809,0.22441996,0.11707587,-0.01533602,0.02180586,0.71950302,0.69397746
P1_cercana,2,1.394520,L_hand_base_link,world,0.32210809,0.22441996,0.11707587,-0.01533602,0.02180586,0.71950302,0.69397746
P1_cercana,2,1.414671,L_hand_base_link,world,0.32226503,0.22596158,0.11675679,-0.01206226,0.02366379,0.72127082,0.69214373
P1_cercana,2,1.434679,L_hand_base_link,world,0.32226503,0.22596158,0.11675679,-0.01206226,0.02366379,0.72127082,0.69214373
P1_cercana,2,1.454549,L_hand_base_link,world,0.32226503,0.22596158,0.11675679,-0.01206226,0.02366379,0.72127082,0.69214373
P1_cercana,2,1.474415,L_hand_base_link,world,0.32235352,0.22711854,0.11650716,-0.00959714,0.02498880,0.72259833,0.69074967
P1_cercana,2,1.494530,L_hand_base_link,world,0.32235352,0.22711854,0.11650716,-0.00959714,0.02498880,0.72259833,0.69074967
P1_cercana,2,1.514508,L_hand_base_link,world,0.32235352,0.22711854,0.11650716,-0.00959714,0.02498880,0.72259833,0.69074967
P1_cercana,2,1.534691,L_hand_base_link,world,0.32235352,0.22711854,0.11650716,-0.00959714,0.02498880,0.72259833,0.69074967
P1_cercana,2,1.554532,L_hand_base_link,world,0.32239719,0.22783602,0.11634895,-0.00806635,0.02578259,0.72342162,0.68987778
P1_cercana,2,1.574606,L_hand_base_link,world,0.32239719,0.22783602,0.11634895,-0.00806635,0.02578259,0.72342162,0.68987778
P1_cercana,2,1.594533,L_hand_base_link,world,0.32239719,0.22783602,0.11634895,-0.00806635,0.02578259,0.72342162,0.68987778
P1_cercana,2,1.614418,L_hand_base_link,world,0.32241034,0.22808221,0.11629416,-0.00754088,0.02605023,0.72370408,0.68957735
P1_cercana,2,1.634598,L_hand_base_link,world,0.32241034,0.22808221,0.11629416,-0.00754088,0.02605023,0.72370408,0.68957735
P1_cercana,2,1.654627,L_hand_base_link,world,0.32241034,0.22808221,0.11629416,-0.00754088,0.02605023,0.72370408,0.68957735
P1_cercana,2,1.674490,L_hand_base_link,world,0.32241034,0.22808221,0.11629416,-0.00754088,0.02605023,0.72370408,0.68957735
P1_cercana,3,0.005033,L_hand_base_link,world,0.28798270,0.20948317,0.09498496,-0.00004510,0.00007383,0.70714439,0.70706916
P1_cercana,3,0.024940,L_hand_base_link,world,0.28798270,0.20948317,0.09498496,-0.00004510,0.00007383,0.70714439,0.70706916
P1_cercana,3,0.045193,L_hand_base_link,world,0.28798270,0.20948317,0.09498496,-0.00004510,0.00007383,0.70714439,0.70706916
P1_cercana,3,0.065027,L_hand_base_link,world,0.28798270,0.20948317,0.09498496,-0.00004510,0.00007383,0.70714439,0.70706916
P1_cercana,3,0.085012,L_hand_base_link,world,0.28798270,0.20948317,0.09498496,-0.00004510,0.00007383,0.70714439,0.70706916
P1_cercana,3,0.105206,L_hand_base_link,world,0.28801016,0.21021852,0.09436971,0.00157632,-0.00007971,0.70802607,0.70618453
P1_cercana,3,0.125213,L_hand_base_link,world,0.28801016,0.21021852,0.09436971,0.00157632,-0.00007971,0.70802607,0.70618453
P1_cercana,3,0.145087,L_hand_base_link,world,0.28801016,0.21021852,0.09436971,0.00157632,-0.00007971,0.70802607,0.70618453
P1_cercana,3,0.165255,L_hand_base_link,world,0.28807779,0.21250651,0.09245964,0.00661632,-0.00053916,0.71073845,0.70342504
P1_cercana,3,0.185057,L_hand_base_link,world,0.28807779,0.21250651,0.09245964,0.00661632,-0.00053916,0.71073845,0.70342504
P1_cercana,3,0.205060,L_hand_base_link,world,0.28807779,0.21250651,0.09245964,0.00661632,-0.00053916,0.71073845,0.70342504
P1_cercana,3,0.225061,L_hand_base_link,world,0.28807779,0.21250651,0.09245964,0.00661632,-0.00053916,0.71073845,0.70342504
P1_cercana,3,0.245087,L_hand_base_link,world,0.28813061,0.21628617,0.08931770,0.01492707,-0.00123753,0.71511801,0.69884324
P1_cercana,3,0.265234,L_hand_base_link,world,0.28813061,0.21628617,0.08931770,0.01492707,-0.00123753,0.71511801,0.69884324
P1_cercana,3,0.285055,L_hand_base_link,world,0.28813061,0.21628617,0.08931770,0.01492707,-0.00123753,0.71511801,0.69884324
P1_cercana,3,0.304939,L_hand_base_link,world,0.28808176,0.22158599,0.08493800,0.02655286,-0.00208975,0.72105099,0.69236988
P1_cercana,3,0.325070,L_hand_base_link,world,0.28808176,0.22158599,0.08493800,0.02655286,-0.00208975,0.72105099,0.69236988
P1_cercana,3,0.346539,L_hand_base_link,world,0.28808176,0.22158599,0.08493800,0.02655286,-0.00208975,0.72105099,0.69236988
P1_cercana,3,0.365140,L_hand_base_link,world,0.28808176,0.22158599,0.08493800,0.02655286,-0.00208975,0.72105099,0.69236988
P1_cercana,3,0.385193,L_hand_base_link,world,0.28780979,0.22838730,0.07935662,0.04143526,-0.00296587,0.72831816,0.68397879
P1_cercana,3,0.405058,L_hand_base_link,world,0.28780979,0.22838730,0.07935662,0.04143526,-0.00296587,0.72831816,0.68397879
P1_cercana,3,0.425331,L_hand_base_link,world,0.28780979,0.22838730,0.07935662,0.04143526,-0.00296587,0.72831816,0.68397879
P1_cercana,3,0.444947,L_hand_base_link,world,0.28715979,0.23668784,0.07259455,0.05956084,-0.00370179,0.73667456,0.67360923
P1_cercana,3,0.465111,L_hand_base_link,world,0.28715979,0.23668784,0.07259455,0.05956084,-0.00370179,0.73667456,0.67360923
P1_cercana,3,0.485223,L_hand_base_link,world,0.28715979,0.23668784,0.07259455,0.05956084,-0.00370179,0.73667456,0.67360923
P1_cercana,3,0.505059,L_hand_base_link,world,0.28715979,0.23668784,0.07259455,0.05956084,-0.00370179,0.73667456,0.67360923
P1_cercana,3,0.525128,L_hand_base_link,world,0.28594806,0.24643784,0.06470450,0.08083145,-0.00409146,0.74579154,0.66124467
P1_cercana,3,0.545099,L_hand_base_link,world,0.28594806,0.24643784,0.06470450,0.08083145,-0.00409146,0.74579154,0.66124467
P1_cercana,3,0.565046,L_hand_base_link,world,0.28594806,0.24643784,0.06470450,0.08083145,-0.00409146,0.74579154,0.66124467
P1_cercana,3,0.584982,L_hand_base_link,world,0.28396340,0.25757633,0.05573434,0.10515546,-0.00389202,0.75530730,0.64686789
P1_cercana,3,0.605074,L_hand_base_link,world,0.28396340,0.25757633,0.05573434,0.10515546,-0.00389202,0.75530730,0.64686789
P1_cercana,3,0.625157,L_hand_base_link,world,0.28396340,0.25757633,0.05573434,0.10515546,-0.00389202,0.75530730,0.64686789
P1_cercana,3,0.645199,L_hand_base_link,world,0.28396340,0.25757633,0.05573434,0.10515546,-0.00389202,0.75530730,0.64686789
P1_cercana,3,0.665002,L_hand_base_link,world,0.28097262,0.27000403,0.04574125,0.13240181,-0.00282167,0.76481266,0.63049457
P1_cercana,3,0.685100,L_hand_base_link,world,0.28097262,0.27000403,0.04574125,0.13240181,-0.00282167,0.76481266,0.63049457
P1_cercana,3,0.705083,L_hand_base_link,world,0.28097262,0.27000403,0.04574125,0.13240181,-0.00282167,0.76481266,0.63049457
P1_cercana,3,0.724941,L_hand_base_link,world,0.27673757,0.28354556,0.03481344,0.16233021,-0.00056710,0.77384076,0.61222467
P1_cercana,3,0.745232,L_hand_base_link,world,0.27673757,0.28354556,0.03481344,0.16233021,-0.00056710,0.77384076,0.61222467
P1_cercana,3,0.765093,L_hand_base_link,world,0.27673757,0.28354556,0.03481344,0.16233021,-0.00056710,0.77384076,0.61222467
P1_cercana,3,0.785102,L_hand_base_link,world,0.27673757,0.28354556,0.03481344,0.16233021,-0.00056710,0.77384076,0.61222467
P1_cercana,3,0.805204,L_hand_base_link,world,0.27101291,0.29799368,0.02302562,0.19470100,0.00321637,0.78191900,0.59218566
P1_cercana,3,0.825079,L_hand_base_link,world,0.27101291,0.29799368,0.02302562,0.19470100,0.00321637,0.78191900,0.59218566
P1_cercana,3,0.845066,L_hand_base_link,world,0.27101291,0.29799368,0.02302562,0.19470100,0.00321637,0.78191900,0.59218566
P1_cercana,3,0.864973,L_hand_base_link,world,0.26356366,0.31307155,0.01046037,0.22920402,0.00889896,0.78855592,0.57058381
P1_cercana,3,0.885041,L_hand_base_link,world,0.26356366,0.31307155,0.01046037,0.22920402,0.00889896,0.78855592,0.57058381
P1_cercana,3,0.905269,L_hand_base_link,world,0.26356366,0.31307155,0.01046037,0.22920402,0.00889896,0.78855592,0.57058381
P1_cercana,3,0.925044,L_hand_base_link,world,0.26356366,0.31307155,0.01046037,0.22920402,0.00889896,0.78855592,0.57058381
P1_cercana,3,0.945074,L_hand_base_link,world,0.25419628,0.32840280,-0.00277460,0.26539723,0.01685456,0.79325123,0.54775243
P1_cercana,3,0.965212,L_hand_base_link,world,0.25419628,0.32840280,-0.00277460,0.26539723,0.01685456,0.79325123,0.54775243
P1_cercana,3,0.985087,L_hand_base_link,world,0.25419628,0.32840280,-0.00277460,0.26539723,0.01685456,0.79325123,0.54775243
P1_cercana,3,1.004941,L_hand_base_link,world,0.24278027,0.34352400,-0.01655935,0.30273019,0.02744147,0.79553307,0.52414552
P1_cercana,3,1.025108,L_hand_base_link,world,0.24278027,0.34352400,-0.01655935,0.30273019,0.02744147,0.79553307,0.52414552
P1_cercana,3,1.045031,L_hand_base_link,world,0.24278027,0.34352400,-0.01655935,0.30273019,0.02744147,0.79553307,0.52414552
P1_cercana,3,1.065250,L_hand_base_link,world,0.24278027,0.34352400,-0.01655935,0.30273019,0.02744147,0.79553307,0.52414552
P1_cercana,3,1.085021,L_hand_base_link,world,0.22925379,0.35791150,-0.03078548,0.34059965,0.04099933,0.79498628,0.50030766
P1_cercana,3,1.105118,L_hand_base_link,world,0.22925379,0.35791150,-0.03078548,0.34059965,0.04099933,0.79498628,0.50030766
P1_cercana,3,1.125225,L_hand_base_link,world,0.22925379,0.35791150,-0.03078548,0.34059965,0.04099933,0.79498628,0.50030766
P1_cercana,3,1.144941,L_hand_base_link,world,0.21365879,0.37096731,-0.04533966,0.37829866,0.05781919,0.79126830,0.47690833
P1_cercana,3,1.165112,L_hand_base_link,world,0.21365879,0.37096731,-0.04533966,0.37829866,0.05781919,0.79126830,0.47690833
P1_cercana,3,1.185073,L_hand_base_link,world,0.21365879,0.37096731,-0.04533966,0.37829866,0.05781919,0.79126830,0.47690833
P1_cercana,3,1.205036,L_hand_base_link,world,0.21365879,0.37096731,-0.04533966,0.37829866,0.05781919,0.79126830,0.47690833
P1_cercana,3,1.225167,L_hand_base_link,world,0.19619602,0.38201667,-0.06007987,0.41495960,0.07808234,0.78415032,0.45477462
P1_cercana,3,1.245042,L_hand_base_link,world,0.19619602,0.38201667,-0.06007987,0.41495960,0.07808234,0.78415032,0.45477462
P1_cercana,3,1.265115,L_hand_base_link,world,0.19619602,0.38201667,-0.06007987,0.41495960,0.07808234,0.78415032,0.45477462
P1_cercana,3,1.284992,L_hand_base_link,world,0.17721015,0.39036860,-0.07487055,0.44966035,0.10186968,0.77353915,0.43481642
P1_cercana,3,1.305125,L_hand_base_link,world,0.17721015,0.39036860,-0.07487055,0.44966035,0.10186968,0.77353915,0.43481642
P1_cercana,3,1.325156,L_hand_base_link,world,0.17721015,0.39036860,-0.07487055,0.44966035,0.10186968,0.77353915,0.43481642
P1_cercana,3,1.345062,L_hand_base_link,world,0.17721015,0.39036860,-0.07487055,0.44966035,0.10186968,0.77353915,0.43481642
P1_cercana,3,1.365020,L_hand_base_link,world,0.15727275,0.39532075,-0.08952544,0.48131675,0.12904757,0.75953743,0.41807152
P1_cercana,3,1.385145,L_hand_base_link,world,0.15727275,0.39532075,-0.08952544,0.48131675,0.12904757,0.75953743,0.41807152
P1_cercana,3,1.405033,L_hand_base_link,world,0.15727275,0.39532075,-0.08952544,0.48131675,0.12904757,0.75953743,0.41807152
P1_cercana,3,1.424940,L_hand_base_link,world,0.13712539,0.39623920,-0.10385118,0.50883212,0.15931423,0.74243130,0.40559168
P1_cercana,3,1.445210,L_hand_base_link,world,0.13712539,0.39623920,-0.10385118,0.50883212,0.15931423,0.74243130,0.40559168
P1_cercana,3,1.465064,L_hand_base_link,world,0.13712539,0.39623920,-0.10385118,0.50883212,0.15931423,0.74243130,0.40559168
P1_cercana,3,1.485106,L_hand_base_link,world,0.13712539,0.39623920,-0.10385118,0.50883212,0.15931423,0.74243130,0.40559168
P1_cercana,3,1.505066,L_hand_base_link,world,0.11774659,0.39259734,-0.11758047,0.53101467,0.19206922,0.72275339,0.39844744
P1_cercana,3,1.525083,L_hand_base_link,world,0.11774659,0.39259734,-0.11758047,0.53101467,0.19206922,0.72275339,0.39844744
P1_cercana,3,1.545263,L_hand_base_link,world,0.11774659,0.39259734,-0.11758047,0.53101467,0.19206922,0.72275339,0.39844744
P1_cercana,3,1.564944,L_hand_base_link,world,0.10030239,0.38405763,-0.13037363,0.54667047,0.22641352,0.70127311,0.39762338
P1_cercana,3,1.585138,L_hand_base_link,world,0.10030239,0.38405763,-0.13037363,0.54667047,0.22641352,0.70127311,0.39762338
P1_cercana,3,1.605222,L_hand_base_link,world,0.10030239,0.38405763,-0.13037363,0.54667047,0.22641352,0.70127311,0.39762338
P1_cercana,3,1.625120,L_hand_base_link,world,0.10030239,0.38405763,-0.13037363,0.54667047,0.22641352,0.70127311,0.39762338
P1_cercana,3,1.645022,L_hand_base_link,world,0.08609183,0.37052073,-0.14180325,0.55464654,0.26116082,0.67896096,0.40394834
P1_cercana,3,1.665091,L_hand_base_link,world,0.08609183,0.37052073,-0.14180325,0.55464654,0.26116082,0.67896096,0.40394834
P1_cercana,3,1.685078,L_hand_base_link,world,0.08609183,0.37052073,-0.14180325,0.55464654,0.26116082,0.67896096,0.40394834
