condition,trial,time_s,hand,base_frame,x_m,y_m,z_m,qx,qy,qz,qw
P3_borde,2,2.243582,L_hand_base_link,world,0.40458937,0.26054318,0.15362584,0.01608108,0.00545834,0.68755494,0.72593375
P3_borde,2,2.263358,L_hand_base_link,world,0.40495272,0.26214169,0.15392843,0.01744422,0.00518155,0.68935433,0.72419573
P3_borde,2,2.283489,L_hand_base_link,world,0.40495272,0.26214169,0.15392843,0.01744422,0.00518155,0.68935433,0.72419573
P3_borde,2,2.303550,L_hand_base_link,world,0.40495272,0.26214169,0.15392843,0.01744422,0.00518155,0.68935433,0.72419573
P3_borde,2,2.323336,L_hand_base_link,world,0.40503856,0.26252337,0.15400151,0.01776759,0.00511421,0.68978401,0.72377909
P3_borde,3,0.017895,L_hand_base_link,world,0.28803183,0.20950447,0.09503611,-0.00010269,-0.00008214,0.70713947,0.70707408
P3_borde,3,0.038067,L_hand_base_link,world,0.28803183,0.20950447,0.09503611,-0.00010269,-0.00008214,0.70713947,0.70707408
P3_borde,3,0.057990,L_hand_base_link,world,0.28803183,0.20950447,0.09503611,-0.00010269,-0.00008214,0.70713947,0.70707408
P3_borde,3,0.078150,L_hand_base_link,world,0.28803183,0.20950447,0.09503611,-0.00010269,-0.00008214,0.70713947,0.70707408
P3_borde,3,0.098112,L_hand_base_link,world,0.28834142,0.20933778,0.09527286,-0.00068209,-0.00039601,0.70682598,0.70738703
P3_borde,3,0.118129,L_hand_base_link,world,0.28834142,0.20933778,0.09527286,-0.00068209,-0.00039601,0.70682598,0.70738703
P3_borde,3,0.137959,L_hand_base_link,world,0.28834142,0.20933778,0.09527286,-0.00068209,-0.00039601,0.70682598,0.70738703
P3_borde,3,0.157876,L_hand_base_link,world,0.28957432,0.20866983,0.09621917,-0.00299357,-0.00163843,0.70556498,0.70863701
P3_borde,3,0.178162,L_hand_base_link,world,0.28957432,0.20866983,0.09621917,-0.00299357,-0.00163843,0.70556498,0.70863701
P3_borde,3,0.198022,L_hand_base_link,world,0.28957432,0.20866983,0.09621917,-0.00299357,-0.00163843,0.70556498,0.70863701
P3_borde,3,0.218246,L_hand_base_link,world,0.28957432,0.20866983,0.09621917,-0.00299357,-0.00163843,0.70556498,0.70863701
P3_borde,3,0.237999,L_hand_base_link,world,0.29164332,0.20753418,0.09781949,-0.00688630,-0.00369505,0.70340312,0.71074818
P3_borde,3,0.258019,L_hand_base_link,world,0.29164332,0.20753418,0.09781949,-0.00688630,-0.00369505,0.70340312,0.71074818
P3_borde,3,0.278034,L_hand_base_link,world,0.29164332,0.20753418,0.09781949,-0.00688630,-0.00369505,0.70340312,0.71074818
P3_borde,3,0.297873,L_hand_base_link,world,0.29451568,0.20592720,0.10006634,-0.01231649,-0.00648751,0.70030482,0.71370818
P3_borde,3,0.317989,L_hand_base_link,world,0.29451568,0.20592720,0.10006634,-0.01231649,-0.00648751,0.70030482,0.71370818
P3_borde,3,0.338177,L_hand_base_link,world,0.29451568,0.20592720,0.10006634,-0.01231649,-0.00648751,0.70030482,0.71370818
P3_borde,3,0.357954,L_hand_base_link,world,0.29451568,0.20592720,0.10006634,-0.01231649,-0.00648751,0.70030482,0.71370818
P3_borde,3,0.378044,L_hand_base_link,world,0.29811185,0.20386633,0.10291963,-0.01915080,-0.00987130,0.69626215,0.71746416
P3_borde,3,0.398023,L_hand_base_link,world,0.29811185,0.20386633,0.10291963,-0.01915080,-0.00987130,0.69626215,0.71746416
P3_borde,3,0.418069,L_hand_base_link,world,0.29811185,0.20386633,0.10291963,-0.01915080,-0.00987130,0.69626215,0.71746416
P3_borde,3,0.438309,L_hand_base_link,world,0.30233683,0.20137818,0.10632651,-0.02721545,-0.01366794,0.69127247,0.72195213
P3_borde,3,0.457964,L_hand_base_link,world,0.30233683,0.20137818,0.10632651,-0.02721545,-0.01366794,0.69127247,0.72195213
P3_borde,3,0.478087,L_hand_base_link,world,0.30233683,0.20137818,0.10632651,-0.02721545,-0.01366794,0.69127247,0.72195213
P3_borde,3,0.498151,L_hand_base_link,world,0.30233683,0.20137818,0.10632651,-0.02721545,-0.01366794,0.69127247,0.72195213
P3_borde,3,0.517913,L_hand_base_link,world,0.30708658,0.19850098,0.11022162,-0.03629671,-0.01767167,0.68534324,0.72710034
P3_borde,3,0.538084,L_hand_base_link,world,0.30708658,0.19850098,0.11022162,-0.03629671,-0.01767167,0.68534324,0.72710034
P3_borde,3,0.558012,L_hand_base_link,world,0.30708658,0.19850098,0.11022162,-0.03629671,-0.01767167,0.68534324,0.72710034
P3_borde,3,0.577895,L_hand_base_link,world,0.31224111,0.19529668,0.11451583,-0.04611366,-0.02164595,0.67851669,0.73281654
P3_borde,3,0.598161,L_hand_base_link,world,0.31224111,0.19529668,0.11451583,-0.04611366,-0.02164595,0.67851669,0.73281654
P3_borde,3,0.617954,L_hand_base_link,world,0.31224111,0.19529668,0.11451583,-0.04611366,-0.02164595,0.67851669,0.73281654
P3_borde,3,0.638054,L_hand_base_link,world,0.31224111,0.19529668,0.11451583,-0.04611366,-0.02164595,0.67851669,0.73281654
P3_borde,3,0.658139,L_hand_base_link,world,0.31767891,0.19185155,0.11910202,-0.05633075,-0.02534069,0.67087242,0.73899586
P3_borde,3,0.677985,L_hand_base_link,world,0.31767891,0.19185155,0.11910202,-0.05633075,-0.02534069,0.67087242,0.73899586
P3_borde,3,0.697998,L_hand_base_link,world,0.31767891,0.19185155,0.11910202,-0.05633075,-0.02534069,0.67087242,0.73899586
P3_borde,3,0.717904,L_hand_base_link,world,0.32328994,0.18827799,0.12386089,-0.06656723,-0.02850699,0.66253092,0.74552595
P3_borde,3,0.738011,L_hand_base_link,world,0.32328994,0.18827799,0.12386089,-0.06656723,-0.02850699,0.66253092,0.74552595
P3_borde,3,0.758140,L_hand_base_link,world,0.32328994,0.18827799,0.12386089,-0.06656723,-0.02850699,0.66253092,0.74552595
P3_borde,3,0.777966,L_hand_base_link,world,0.32328994,0.18827799,0.12386089,-0.06656723,-0.02850699,0.66253092,0.74552595
P3_borde,3,0.798036,L_hand_base_link,world,0.32896187,0.18473387,0.12864530,-0.07635924,-0.03089914,0.65369861,0.75225836
P3_borde,3,0.817995,L_hand_base_link,world,0.32896187,0.18473387,0.12864530,-0.07635924,-0.03089914,0.65369861,0.75225836
P3_borde,3,0.837936,L_hand_base_link,world,0.32896187,0.18473387,0.12864530,-0.07635924,-0.03089914,0.65369861,0.75225836
P3_borde,3,0.857873,L_hand_base_link,world,0.33461125,0.18141300,0.13330504,-0.08520951,-0.03230675,0.64464714,0.75902943
P3_borde,3,0.878032,L_hand_base_link,world,0.33461125,0.18141300,0.13330504,-0.08520951,-0.03230675,0.64464714,0.75902943
P3_borde,3,0.898049,L_hand_base_link,world,0.33461125,0.18141300,0.13330504,-0.08520951,-0.03230675,0.64464714,0.75902943
P3_borde,3,0.918140,L_hand_base_link,world,0.33461125,0.18141300,0.13330504,-0.08520951,-0.03230675,0.64464714,0.75902943
P3_borde,3,0.937923,L_hand_base_link,world,0.34018270,0.17855565,0.13768767,-0.09258131,-0.03256665,0.63573581,0.76564227
P3_borde,3,0.958036,L_hand_base_link,world,0.34018270,0.17855565,0.13768767,-0.09258131,-0.03256665,0.63573581,0.76564227
P3_borde,3,0.977996,L_hand_base_link,world,0.34018270,0.17855565,0.13768767,-0.09258131,-0.03256665,0.63573581,0.76564227
P3_borde,3,0.997873,L_hand_base_link,world,0.34564667,0.17645714,0.14164321,-0.09790495,-0.03158339,0.62743371,0.77184458
P3_borde,3,1.017989,L_hand_base_link,world,0.34564667,0.17645714,0.14164321,-0.09790495,-0.03158339,0.62743371,0.77184458
P3_borde,3,1.038002,L_hand_base_link,world,0.34564667,0.17645714,0.14164321,-0.09790495,-0.03158339,0.62743371,0.77184458
P3_borde,3,1.057976,L_hand_base_link,world,0.34564667,0.17645714,0.14164321,-0.09790495,-0.03158339,0.62743371,0.77184458
P3_borde,3,1.078062,L_hand_base_link,world,0.35101115,0.17546585,0.14504574,-0.10061587,-0.02935202,0.62030968,0.77732285
P3_borde,3,1.097971,L_hand_base_link,world,0.35101115,0.17546585,0.14504574,-0.10061587,-0.02935202,0.62030968,0.77732285
P3_borde,3,1.118048,L_hand_base_link,world,0.35101115,0.17546585,0.14504574,-0.10061587,-0.02935202,0.62030968,0.77732285
P3_borde,3,1.137955,L_hand_base_link,world,0.35631951,0.17598734,0.14780953,-0.10018080,-0.02597490,0.61503346,0.78167957
P3_borde,3,1.157964,L_hand_base_link,world,0.35631951,0.17598734,0.14780953,-0.10018080,-0.02597490,0.61503346,0.78167957
P3_borde,3,1.178068,L_hand_base_link,world,0.35631951,0.17598734,0.14780953,-0.10018080,-0.02597490,0.61503346,0.78167957
P3_borde,3,1.198031,L_hand_base_link,world,0.35631951,0.17598734,0.14780953,-0.10018080,-0.02597490,0.61503346,0.78167957
P3_borde,3,1.217970,L_hand_base_link,world,0.36151077,0.17839736,0.14986449,-0.09627890,-0.02179138,0.61239722,0.78436290
P3_borde,3,1.238100,L_hand_base_link,world,0.36151077,0.17839736,0.14986449,-0.09627890,-0.02179138,0.61239722,0.78436290
P3_borde,3,1.257931,L_hand_base_link,world,0.36151077,0.17839736,0.14986449,-0.09627890,-0.02179138,0.61239722,0.78436290
P3_borde,3,1.277871,L_hand_base_link,world,0.36623637,0.18254828,0.15120815,-0.08959280,-0.01756974,0.61278209,0.78496022
P3_borde,3,1.298135,L_hand_base_link,world,0.36623637,0.18254828,0.15120815,-0.08959280,-0.01756974,0.61278209,0.78496022
P3_borde,3,1.317937,L_hand_base_link,world,0.36623637,0.18254828,0.15120815,-0.08959280,-0.01756974,0.61278209,0.78496022
P3_borde,3,1.338000,L_hand_base_link,world,0.36623637,0.18254828,0.15120815,-0.08959280,-0.01756974,0.61278209,0.78496022
P3_borde,3,1.358053,L_hand_base_link,world,0.37053975,0.18813121,0.15209191,-0.08100463,-0.01371037,0.61579005,0.78361527
P3_borde,3,1.378030,L_hand_base_link,world,0.37053975,0.18813121,0.15209191,-0.08100463,-0.01371037,0.61579005,0.78361527
P3_borde,3,1.398207,L_hand_base_link,world,0.37053975,0.18813121,0.15209191,-0.08100463,-0.01371037,0.61579005,0.78361527
P3_borde,3,1.417874,L_hand_base_link,world,0.37448432,0.19485307,0.15273647,-0.07122630,-0.01041298,0.62093580,0.78054924
P3_borde,3,1.438042,L_hand_base_link,world,0.37448432,0.19485307,0.15273647,-0.07122630,-0.01041298,0.62093580,0.78054924
P3_borde,3,1.458001,L_hand_base_link,world,0.37448432,0.19485307,0.15273647,-0.07122630,-0.01041298,0.62093580,0.78054924
P3_borde,3,1.478038,L_hand_base_link,world,0.37448432,0.19485307,0.15273647,-0.07122630,-0.01041298,0.62093580,0.78054924
P3_borde,3,1.497951,L_hand_base_link,world,0.37808271,0.20239031,0.15329937,-0.06088537,-0.00778024,0.62770250,0.77602965
P3_borde,3,1.517997,L_hand_base_link,world,0.37808271,0.20239031,0.15329937,-0.06088537,-0.00778024,0.62770250,0.77602965
P3_borde,3,1.538061,L_hand_base_link,world,0.37808271,0.20239031,0.15329937,-0.06088537,-0.00778024,0.62770250,0.77602965
P3_borde,3,1.558626,L_hand_base_link,world,0.38134139,0.21044377,0.15388530,-0.05046370,-0.00582219,0.63559871,0.77034655
P3_borde,3,1.577989,L_hand_base_link,world,0.38134139,0.21044377,0.15388530,-0.05046370,-0.00582219,0.63559871,0.77034655
P3_borde,3,1.598086,L_hand_base_link,world,0.38134139,0.21044377,0.15388530,-0.05046370,-0.00582219,0.63559871,0.77034655
P3_borde,3,1.618140,L_hand_base_link,world,0.38134139,0.21044377,0.15388530,-0.05046370,-0.00582219,0.63559871,0.77034655
P3_borde,3,1.637980,L_hand_base_link,world,0.38425523,0.21871919,0.15455058,-0.04034764,-0.00449502,0.64415660,0.76381551
P3_borde,3,1.658047,L_hand_base_link,world,0.38425523,0.21871919,0.15455058,-0.04034764,-0.00449502,0.64415660,0.76381551
P3_borde,3,1.678019,L_hand_base_link,world,0.38425523,0.21871919,0.15455058,-0.04034764,-0.00449502,0.64415660,0.76381551
P3_borde,3,1.697871,L_hand_base_link,world,0.38681974,0.22694079,0.15531251,-0.03082983,-0.00371744,0.65294941,0.75676467
P3_borde,3,1.718167,L_hand_base_link,world,0.38681974,0.22694079,0.15531251,-0.03082983,-0.00371744,0.65294941,0.75676467
P3_borde,3,1.737984,L_hand_base_link,world,0.38681974,0.22694079,0.15531251,-0.03082983,-0.00371744,0.65294941,0.75676467
P3_borde,3,1.758013,L_hand_base_link,world,0.38681974,0.22694079,0.15531251,-0.03082983,-0.00371744,0.65294941,0.75676467
P3_borde,3,1.778024,L_hand_base_link,world,0.38903796,0.23486583,0.15615938,-0.02211266,-0.00338676,0.66160966,0.74951466
P3_borde,3,1.798047,L_hand_base_link,world,0.38903796,0.23486583,0.15615938,-0.02211266,-0.00338676,0.66160966,0.74951466
P3_borde,3,1.818014,L_hand_base_link,world,0.38903796,0.23486583,0.15615938,-0.02211266,-0.00338676,0.66160966,0.74951466
P3_borde,3,1.837874,L_hand_base_link,world,0.39091891,0.24227906,0.15705884,-0.01433412,-0.00339325,0.66982311,0.74237459
P3_borde,3,1.858016,L_hand_base_link,world,0.39091891,0.24227906,0.15705884,-0.01433412,-0.00339325,0.66982311,0.74237459
P3_borde,3,1.878139,L_hand_base_link,world,0.39091891,0.24227906,0.15705884,-0.01433412,-0.00339325,0.66982311,0.74237459
P3_borde,3,1.897966,L_hand_base_link,world,0.39091891,0.24227906,0.15705884,-0.01433412,-0.00339325,0.66982311,0.74237459
P3_borde,3,1.918013,L_hand_base_link,world,0.39247721,0.24899245,0.15796573,-0.00758346,-0.00362897,0.67732602,0.73563496
P3_borde,3,1.938205,L_hand_base_link,world,0.39247721,0.24899245,0.15796573,-0.00758346,-0.00362897,0.67732602,0.73563496
P3_borde,3,1.957997,L_hand_base_link,world,0.39247721,0.24899245,0.15796573,-0.00758346,-0.00362897,0.67732602,0.73563496
P3_borde,3,1.978336,L_hand_base_link,world,0.39373104,0.25484206,0.15882840,-0.00191705,-0.00399353,0.68389821,0.72956399
P3_borde,3,1.998017,L_hand_base_link,world,0.39373104,0.25484206,0.15882840,-0.00191705,-0.00399353,0.68389821,0.72956399
P3_borde,3,2.017980,L_hand_base_link,world,0.39373104,0.25484206,0.15882840,-0.00191705,-0.00399353,0.68389821,0.72956399
P3_borde,3,2.038164,L_hand_base_link,world,0.39373104,0.25484206,0.15882840,-0.00191705,-0.00399353,0.68389821,0.72956399
P3_borde,3,2.057933,L_hand_base_link,world,0.39470411,0.25970734,0.15959749,0.00264925,-0.00439985,0.68938127,0.72438048
P3_borde,3,2.078086,L_hand_base_link,world,0.39470411,0.25970734,0.15959749,0.00264925,-0.00439985,0.68938127,0.72438048
P3_borde,3,2.098131,L_hand_base_link,world,0.39470411,0.25970734,0.15959749,0.00264925,-0.00439985,0.68938127,0.72438048
P3_borde,3,2.117878,L_hand_base_link,world,0.39541754,0.26348460,0.16022686,0.00610555,-0.00477542,0.69364523,0.72027509
P3_borde,3,2.138041,L_hand_base_link,world,0.39541754,0.26348460,0.16022686,0.00610555,-0.00477542,0.69364523,0.72027509
P3_borde,3,2.158015,L_hand_base_link,world,0.39541754,0.26348460,0.16022686,0.00610555,-0.00477542,0.69364523,0.72027509
P3_borde,3,2.177977,L_hand_base_link,world,0.39541754,0.26348460,0.16022686,0.00610555,-0.00477542,0.69364523,0.72027509
P3_borde,3,2.198131,L_hand_base_link,world,0.39589050,0.26609978,0.16067910,0.00845412,-0.00506464,0.69659981,0.71739221
P3_borde,3,2.217949,L_hand_base_link,world,0.39589050,0.26609978,0.16067910,0.00845412,-0.00506464,0.69659981,0.71739221
P3_borde,3,2.238049,L_hand_base_link,world,0.39589050,0.26609978,0.16067910,0.00845412,-0.00506464,0.69659981,0.71739221
P3_borde,3,2.258463,L_hand_base_link,world,0.39613736,0.26750330,0.16092736,0.00969982,-0.00522937,0.69818603,0.71583156
P3_borde,3,2.277984,L_hand_base_link,world,0.39613736,0.26750330,0.16092736,0.00969982,-0.00522937,0.69818603,0.71583156
P3_borde,3,2.297995,L_hand_base_link,world,0.39613736,0.26750330,0.16092736,0.00969982,-0.00522937,0.69818603,0.71583156
P3_borde,3,2.318048,L_hand_base_link,world,0.39613736,0.26750330,0.16092736,0.00969982,-0.00522937,0.69818603,0.71583156
